City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,vedasandur,10.5333,77.95,78.78,85,100,3.29,IN,1683663546
294,lae,-6.7221,146.9847,77.67,91,37,4.63,PG,1683663546
295,kasongo,-4.45,26.6667,72.01,84,76,3.18,CD,1683663546
296,faranah,10.0404,-10.7434,79.21,61,96,4.03,GN,1683663547
297,ponta delgada,37.7333,-25.6667,65.12,88,75,8.05,PT,1683663547
298,bonthe,7.5264,-12.505,83.17,78,98,9.42,SL,1683663411
299,raja,8.4596,25.678,82.6,38,56,1.1,SS,1683663547
300,laojunmiao,39.8333,97.7333,45.34,19,100,7.87,CN,1683663547
301,mota del cuervo,39.5101,-2.8738,66.42,50,59,11.61,ES,1683663548
302,thinadhoo,0.5333,72.9333,81.48,79,67,7.07,MV,1683663548
303,bahia honda,22.9036,-83.1592,85.87,61,44,12.53,CU,1683663548
304,al hudaydah,14.7978,42.9545,85.23,74,6,8.66,YE,1683663548
305,melekeok village,7.4957,134.6367,75.76,94,75,3.44,PW,1683663549
306,princeville,45.7668,-61.2985,45.32,68,75,16.11,CA,1683663496
307,remire-montjoly,4.9167,-52.2667,78.84,83,75,12.66,GF,1683663394
308,teluk nibung,3.001,99.8164,77.25,92,99,3.78,ID,1683663549
309,trondheim,63.4305,10.3951,55.45,54,100,5.99,NO,1683663549
310,okha,53.5739,142.9478,31.77,95,100,8.08,RU,1683663550
311,yaren,-0.5472,166.916,83.75,77,82,16.37,NR,1683663550
312,corner brook,48.9667,-57.9484,37.56,91,100,18.5,CA,1683663309
313,malabar,-33.9667,151.25,53.04,76,20,8.05,AU,1683663550
314,reforma,18.1,-91.0167,103.95,19,69,7.63,MX,1683663550
315,codrington,-38.2667,141.9667,55.72,65,100,6.87,AU,1683663355
316,boguchany,58.3814,97.4531,41.22,69,100,6.82,RU,1683663551
317,khandyga,62.6667,135.6,28.24,67,16,5.12,RU,1683663551
318,enewetak,11.3474,162.3373,81.39,82,100,17.63,MH,1683663552
319,ishikawa,26.4233,127.8214,66.52,66,0,9.22,JP,1683663552
320,axim,4.8699,-2.2405,82.08,78,25,8.05,GH,1683663396
321,iquique,-20.2208,-70.1431,66.24,69,6,6.85,CL,1683663552
322,bol,13.4586,14.7147,83.57,49,100,10.51,TD,1683663552
323,prince rupert,54.3161,-130.3201,55.49,67,0,4.61,CA,1683663266
324,tazovsky,67.4667,78.7,11.93,95,100,7.4,RU,1683663553
325,saint-francois,46.4154,3.9054,54.97,84,85,6.17,FR,1683663505
326,bikenibeu village,1.3673,173.1241,82.36,83,75,4.61,KI,1683663553
327,curillo,1.0333,-75.9191,85.62,65,100,2.89,CO,1683663554
328,kantabanji,20.4833,82.9167,87.53,41,96,4.99,IN,1683663554
329,kargopol',61.5071,38.9456,45.54,77,100,5.1,RU,1683663554
330,de aar,-30.6497,24.0123,57.31,42,6,3.09,ZA,1683663555
331,brensbach,49.7739,8.8844,60.96,98,100,5.03,DE,1683663555
332,kalmunai,7.4167,81.8167,78.44,87,100,8.05,LK,1683663555
333,castillos,-34.1667,-53.8333,63.1,55,90,9.53,UY,1683663555
334,shwebo,22.5667,95.7,86.4,52,0,4.34,MM,1683663556
335,moose jaw,50.4001,-105.5344,66.47,34,100,4.61,CA,1683663556
336,monahans,31.5943,-102.8926,97.48,14,57,13.2,US,1683663556
337,choibalsan,48.0667,114.5,49.62,27,40,7.29,MN,1683663557
338,kimbe,-5.5502,150.1429,76.17,92,22,3.87,PG,1683663562
339,raalte,52.3858,6.275,58.14,95,100,5.61,NL,1683663562
340,sinop,41.7711,34.8709,47.16,97,100,1.39,TR,1683663563
341,punta gorda,26.9298,-82.0454,92.17,67,0,11.5,US,1683663290
342,hami,42.8,93.45,57.6,37,91,3.71,CN,1683663563
343,beacon square,28.2086,-82.7554,90.21,61,100,5.01,US,1683663564
344,champerico,14.3,-91.9167,97.34,64,12,14.61,GT,1683663565
345,abu al matamir,30.9102,30.1744,64.89,78,19,7.7,EG,1683663565
346,eureka,40.8021,-124.1637,68.74,69,50,7.0,US,1683663565
347,carloforte,39.145,8.3058,63.55,78,100,6.55,IT,1683663566
348,bielawa,50.6908,16.623,51.94,88,76,7.72,PL,1683663566
349,johnstown,40.3267,-78.922,75.31,35,0,9.15,US,1683663287
350,rongelap,11.1635,166.8941,80.98,83,90,16.02,MH,1683663567
351,cambrai,50.1667,3.4167,55.85,92,68,7.07,FR,1683663567
352,anloga,5.7947,0.8973,84.18,76,96,11.74,GH,1683663567
353,ishpeming,46.4885,-87.6676,71.94,38,67,3.91,US,1683663567
354,guanica,17.9716,-66.908,89.69,76,61,15.21,PR,1683663568
355,constanta,44.1833,28.65,48.88,75,16,8.05,RO,1683663568
356,douglas,41.3,-96.167,74.32,61,0,9.22,US,1683663346
357,cannonvale,-20.2833,148.7,65.59,61,13,12.64,AU,1683663568
358,argo,37.6333,22.7333,61.79,84,100,4.45,GR,1683663516
359,tingo maria,-9.2895,-76.0088,78.26,71,78,2.37,PE,1683663569
360,la punta,-33.1837,-66.3127,71.69,32,66,2.71,AR,1683663569
361,puerto colombia,10.9878,-74.9547,91.49,77,100,17.07,CO,1683663569
362,le puy-en-velay,45.0437,3.8852,50.02,97,78,3.71,FR,1683663569
363,lake munmorah,-33.1936,151.5719,57.79,72,6,11.03,AU,1683663570
364,enoch,37.7733,-113.0244,68.47,21,0,14.97,US,1683663570
365,al 'aziziyah,32.9058,45.0616,82.51,32,0,16.49,IQ,1683663570
366,punta arenas,-53.15,-70.9167,44.62,61,75,9.22,CL,1683663343
367,riversdale,18.1659,-76.9642,90.14,53,100,6.58,JM,1683663570
368,pocatello,42.8713,-112.4455,58.86,47,20,9.22,US,1683663571
369,kerikeri,-35.2268,173.9474,59.92,95,35,1.99,NZ,1683663350
370,kandri,21.4167,79.2667,83.77,32,67,3.6,IN,1683663571
371,dalhart,36.0595,-102.5133,91.42,6,0,18.41,US,1683663571
372,natal,-5.795,-35.2094,83.05,78,20,12.66,BR,1683663571
373,hotan,37.0997,79.9269,56.86,14,8,4.61,CN,1683663572
374,coquimbo,-29.9533,-71.3436,60.53,77,0,10.36,CL,1683663572
375,barclayville,4.6797,-8.2339,80.31,85,28,5.75,LR,1683663572
376,newport,51.5877,-2.9984,55.45,89,100,11.16,GB,1683663572
377,veraval,20.9,70.3667,83.32,70,46,11.18,IN,1683663573
378,suluru,13.7,80.0167,83.71,82,100,4.07,IN,1683663573
379,hampton bays,40.869,-72.5176,64.99,25,0,8.05,US,1683663573
380,isola di capo rizzuto,38.96,17.0933,60.19,87,100,2.77,IT,1683663573
381,kirakira,-10.4544,161.9205,80.83,83,96,7.96,SB,1683663574
382,karatuzskoye,53.6072,92.8667,55.9,67,93,4.03,RU,1683663574
383,nouadhibou,20.931,-17.0347,66.18,88,75,16.11,MR,1683663574
384,lisala,2.15,21.5167,68.18,99,100,2.89,CD,1683663574
385,chukhloma,58.7525,42.6825,41.65,69,90,5.32,RU,1683663574
386,nova xavantina,-14.6667,-52.35,81.5,64,100,3.89,BR,1683663575
387,bardai,11.65,7.2333,87.06,15,86,4.85,NG,1683663575
388,holualoa,19.6228,-155.9522,76.84,80,40,11.5,US,1683663575
389,portage la prairie,49.9728,-98.2926,68.94,53,75,7.0,CA,1683663575
390,murun-kuren,49.6342,100.1625,41.41,74,97,6.42,MN,1683663575
391,burang,30.25,81.1667,23.67,82,54,2.42,CN,1683663576
392,yujing,23.1249,120.4614,72.45,88,97,2.1,TW,1683663576
393,palangkaraya,-2.2,113.8333,74.39,99,100,1.5,ID,1683663576
394,dattapur,20.7667,78.1667,92.97,36,94,5.95,IN,1683663576
395,blankenberge,51.3131,3.1323,57.38,74,36,1.01,BE,1683663576
396,liman,48.9884,37.8023,46.47,60,100,7.96,UA,1683663577
397,kuzma,46.8369,16.0833,50.09,70,96,2.26,SI,1683663577
398,happy valley-goose bay,53.3168,-60.3315,41.31,38,75,25.32,CA,1683663577
399,kill devil hills,36.0307,-75.676,69.82,76,0,13.8,US,1683663577
400,kon tum,14.35,108.0,70.95,98,85,1.3,VN,1683663577
401,beyneu,45.3167,55.2,72.14,40,37,10.2,KZ,1683663577
402,manokwari,-0.8667,134.0833,79.38,79,100,3.24,ID,1683663578
403,nemuro,43.3236,145.575,41.92,92,10,9.17,JP,1683663578
404,anaconda,46.1285,-112.9423,40.19,90,100,5.77,US,1683663578
405,cidreira,-30.1811,-50.2056,69.33,64,0,8.61,BR,1683663380
406,hindoria,23.9,79.5667,85.6,14,0,3.47,IN,1683663578
407,tual,-5.6667,132.75,80.37,86,100,14.23,ID,1683663578
408,taoudenni,22.6783,-3.9836,97.92,7,100,12.21,ML,1683663579
409,worthington,40.0931,-83.018,72.63,38,0,13.8,US,1683663368
410,angaur state,6.906,134.13,83.12,72,40,1.54,PW,1683663579
411,tarauaca,-8.1614,-70.7656,78.22,83,100,2.93,BR,1683663579
412,susice,49.2311,13.5202,54.99,73,43,7.85,CZ,1683663579
413,trenggalek,-8.05,111.7167,76.77,97,99,3.33,ID,1683663503
414,revelstoke,50.9832,-118.2023,59.02,58,75,6.91,CA,1683663580
415,vorgashor,67.5833,63.95,18.16,99,100,3.2,RU,1683663580
416,mingguang,32.7802,117.9638,58.59,50,100,5.37,CN,1683663580
417,yigo village,13.5361,144.8886,79.09,90,75,8.05,GU,1683663580
418,la chapelle-saint-luc,48.3173,4.0399,53.65,94,0,4.61,FR,1683663585
419,tulun,54.5611,100.5792,56.12,56,100,12.19,RU,1683663586
420,sandnessjoen,66.0217,12.6316,52.32,66,75,5.75,NO,1683663586
421,kencong,-8.2833,113.3667,76.48,93,100,1.88,ID,1683663586
422,peniche,39.3558,-9.3811,64.29,86,100,22.97,PT,1683663368
423,richfield,44.8833,-93.283,70.16,72,100,10.36,US,1683663495
424,olyokminsk,60.3736,120.4264,35.65,93,11,5.66,RU,1683663587
425,kapuskasing,49.4169,-82.4331,66.29,29,100,10.36,CA,1683663587
426,ust'-kut,56.7938,105.7672,47.55,82,68,2.37,RU,1683663588
427,nago,26.5881,127.9761,66.63,73,1,7.61,JP,1683663588
428,arroyo seco,-33.1549,-60.5086,68.02,10,100,1.05,AR,1683663588
429,thames,-37.1333,175.5333,61.9,88,25,14.74,NZ,1683663589
430,sabang,5.8933,95.3214,84.09,72,100,19.46,ID,1683663589
431,shevchenko,48.5,35.0,47.46,68,100,5.26,UA,1683663589
432,hola,51.5377,23.1902,47.82,65,15,6.24,PL,1683663589
433,yeppoon,-23.1333,150.7333,44.38,65,0,9.62,AU,1683663589
434,san tan valley,33.1911,-111.528,93.09,13,0,1.01,US,1683663299
435,hamilton,39.1834,-84.5333,76.87,44,0,12.66,US,1683663530
436,novodvinsk,64.4165,40.8122,37.71,96,100,3.38,RU,1683663537
437,miguel ahumada,30.6167,-106.5167,88.05,6,2,7.67,MX,1683663590
438,coxen hole,16.3244,-86.5366,87.08,62,20,17.27,HN,1683663590
439,mirabad,30.4362,61.8383,88.23,9,100,6.06,AF,1683663590
440,ofunato,39.0717,141.7167,48.16,81,0,6.58,JP,1683663591
441,nenjiang,49.1833,125.2167,38.39,37,0,4.5,CN,1683663591
442,fort mcmurray,56.7268,-111.381,67.59,52,40,6.91,CA,1683663459
443,polyarnyy,69.1989,33.4478,33.64,98,100,4.74,RU,1683663591
444,andovoranto,-18.95,49.1,71.98,89,46,4.59,MG,1683663591
445,mponela,-13.5319,33.7401,58.21,72,1,5.39,MW,1683663592
446,raduzhnyy,62.0961,77.475,33.48,71,100,11.05,RU,1683663592
447,wamba,8.9333,8.6,85.01,47,49,0.63,NG,1683663592
448,pindi bhattian,31.8978,73.273,75.96,26,0,4.76,PK,1683663592
449,sultanpur,26.2667,82.0667,85.05,14,0,6.62,IN,1683663592
450,pacific grove,36.6177,-121.9166,65.55,71,40,10.36,US,1683663592
451,antonio enes,-16.2325,39.9086,74.05,79,0,6.13,MZ,1683663593
452,ciudad lazaro cardenas,17.9583,-102.2,88.79,54,0,12.75,MX,1683663593
453,urangan,-25.3,152.9,59.85,72,15,12.15,AU,1683663593
454,rio casca,-20.2261,-42.6508,76.12,71,87,3.62,BR,1683663593
455,timbuktu,16.7735,-3.0074,95.31,21,100,18.9,ML,1683663593
456,minas de marcona,-15.2119,-75.1103,67.21,66,16,15.1,PE,1683663593
457,urumqi,43.801,87.6005,58.15,29,0,6.71,CN,1683663365
458,zhanaozen,43.3,52.8,63.39,55,6,11.45,KZ,1683663594
459,labrador city,52.9463,-66.9114,31.91,47,100,14.97,CA,1683663594
460,salym,60.0625,71.4789,33.85,59,27,6.96,RU,1683663594
461,negombo,7.2083,79.8358,80.83,83,99,8.61,LK,1683663594
462,krasnokamensk,50.0979,118.0369,45.27,46,1,3.15,RU,1683663595
463,mount pearl,47.5166,-52.7813,41.14,87,75,32.21,CA,1683663433
464,bo phloi,14.3236,99.5161,80.82,74,89,3.06,TH,1683663595
465,dawei,14.0833,98.2,78.37,92,99,1.48,MM,1683663595
466,alexandria,31.2156,29.9553,67.03,77,88,9.33,EG,1683663029
467,zaysan,47.4667,84.8667,59.59,36,28,8.97,KZ,1683663595
468,cooper's town,26.8667,-77.5167,77.25,73,52,6.89,BS,1683663596
469,nouna,12.7333,-3.8667,98.8,22,100,12.66,BF,1683663596
470,betioky,-23.7167,44.3833,73.06,64,97,0.83,MG,1683663596
471,kolonia,50.9333,6.95,57.96,90,100,8.05,DE,1683663545
472,nikolayevsk-on-amure,53.1406,140.73,32.43,92,100,3.98,RU,1683663596
473,treasure island,27.7692,-82.769,89.65,61,40,11.5,US,1683663596
474,beau vallon,-20.4189,57.6953,75.43,88,40,8.05,MU,1683663597
475,tromso,69.6496,18.957,46.42,66,0,6.91,NO,1683663519
476,naracoorte,-36.9579,140.7383,54.23,66,100,3.83,AU,1683663597
477,intorsura buzaului,45.6833,26.0333,41.52,88,91,2.19,RO,1683663597
478,carbonear,47.7332,-53.2148,42.42,85,100,21.81,CA,1683663597
479,massakory,12.996,15.7293,92.3,21,100,12.35,TD,1683663597
480,oneida,43.2001,-75.4663,66.0,31,0,3.0,US,1683663474
481,martapura,-3.4167,114.85,78.89,100,100,5.75,ID,1683663512
482,sao pedro do piaui,-5.9294,-42.7186,85.05,55,0,2.51,BR,1683663598
483,mollendo,-17.0231,-72.0147,70.56,75,97,8.99,PE,1683663598
484,buloh kasap,2.5536,102.764,75.97,82,94,2.66,MY,1683663598
485,viedma,-40.8135,-62.9967,60.37,52,100,14.85,AR,1683663598
486,mae hong son,19.3003,97.9685,74.84,87,70,1.23,TH,1683663599
487,siniscola,40.5719,9.6922,65.75,81,99,4.03,IT,1683663599
488,tangalle,6.024,80.7911,77.72,91,100,8.66,LK,1683663599
489,glen innes,-29.7333,151.7333,37.09,86,0,4.12,AU,1683663599
490,saint-henri,46.6921,-71.0671,61.86,31,78,6.62,CA,1683663599
491,kasangulu,-4.5911,15.1708,73.76,94,43,2.35,CD,1683663600
492,altamira,-3.2033,-52.2064,89.69,58,20,3.44,BR,1683663600
493,cotacachi,0.3,-78.2667,67.55,67,79,4.65,EC,1683663464
494,tayaman,13.2295,120.5726,80.29,85,100,3.65,PH,1683663600
495,coahuayana de hidalgo,18.7,-103.6583,94.06,44,0,8.37,MX,1683663601
496,tobruk,32.0836,23.9764,66.92,66,100,18.21,LY,1683663601
497,taltal,-25.4,-70.4833,66.36,74,24,5.55,CL,1683663508
498,krizevci,46.0219,16.5425,55.29,84,6,1.74,HR,1683663602
499,lautoka,-17.6167,177.4667,73.26,83,20,6.91,FJ,1683663603
500,taro,-8.3862,115.28,73.4,96,100,0.83,ID,1683663608
501,mount isa,-20.7333,139.5,53.37,35,0,8.05,AU,1683663609
502,smidovich,48.6,133.8167,38.34,84,100,5.75,RU,1683663610
503,benito juarez,19.385,-99.165,76.84,27,100,21.85,MX,1683663610
504,dapa,9.7594,126.0531,81.5,79,7,3.98,PH,1683663610
505,kayyerkan,69.3786,87.7439,-10.62,100,98,5.3,RU,1683663611
506,al qusayr,34.5091,36.5798,63.05,71,11,1.77,SY,1683663611
507,rakamaz,48.1333,21.4667,46.45,78,2,5.53,HU,1683663611
508,tokar,18.4254,37.729,79.25,58,0,7.58,SD,1683663460
509,unquillo,-31.2307,-64.3161,76.75,34,0,11.5,AR,1683663612
510,buka,40.8108,69.1986,66.76,37,14,5.95,UZ,1683663612
511,cumana,10.4635,-64.1775,83.66,68,94,16.44,VE,1683663612
512,arawa,-6.2132,155.5367,77.94,91,96,3.06,PG,1683663612
513,tchintabaraden,15.8969,5.7985,91.24,8,87,5.88,NE,1683663613
514,rio gallegos,-51.6226,-69.2181,46.45,53,40,2.3,AR,1683663613
515,perm,58.0174,56.2855,31.46,59,0,8.95,RU,1683663373
516,keflavik,64.0049,-22.5624,50.43,93,75,5.75,IS,1683663613
517,uaua,-9.8414,-39.4817,86.14,43,81,16.31,BR,1683663613
518,mirabela,-16.2628,-44.1644,83.71,35,31,3.06,BR,1683663614
519,aitape,-3.1374,142.3475,78.89,89,85,4.09,PG,1683663614
520,sona,45.4388,10.8255,63.95,55,75,8.05,IT,1683663614
521,strezhevoy,60.7333,77.5889,33.06,63,51,8.81,RU,1683663614
522,lobujya,27.95,86.8167,5.92,63,19,2.46,NP,1683663615
523,ambajogai,18.7333,76.3833,86.49,43,100,8.48,IN,1683663615
524,mtwara,-10.2667,40.1833,73.53,89,5,9.42,TZ,1683663615
525,sovetskaya gavan',48.9723,140.2878,33.62,81,100,8.21,RU,1683663615
526,chardara,41.2547,67.9692,69.46,35,72,6.2,KZ,1683663616
527,whitehorse,60.7161,-135.0538,51.03,31,75,13.8,CA,1683663616
528,arteche,12.2645,125.4048,78.08,85,100,0.67,PH,1683663616
529,khalkhal,37.6189,48.5258,50.86,79,98,4.29,IR,1683663616
530,baxter,46.3433,-94.2867,73.69,46,20,5.75,US,1683663617
531,nogliki,51.8333,143.1667,31.19,98,100,8.81,RU,1683663617
532,sioux falls,43.55,-96.7003,73.94,59,75,6.91,US,1683663586
533,ondangwa,-17.9167,15.95,74.82,25,5,8.48,,1683663618
534,jwaneng,-24.6004,24.7303,59.95,49,0,6.96,BW,1683663618
535,cestos city,5.46,-9.5828,82.29,83,93,10.87,LR,1683663618
536,byron bay,-28.65,153.6167,50.7,82,56,12.59,AU,1683663618
537,vila franca do campo,37.7167,-25.4333,64.81,88,100,3.98,PT,1683663619
538,cockburn town,21.4612,-71.1419,80.37,79,0,13.91,TC,1683663619
539,kenai,60.5544,-151.2583,48.29,68,75,20.71,US,1683663619
540,santa cruz,-17.8,-63.1667,75.25,64,75,10.36,BO,1683663526
541,uruzgan,32.8333,66.0,66.47,19,17,1.25,AF,1683663620
542,ilha de mocambique,-15.0342,40.7358,77.81,75,2,11.95,MZ,1683663620
543,springbok,-29.6643,17.8865,63.21,21,1,8.57,ZA,1683663620
544,prieska,-29.6641,22.7474,58.17,42,5,4.43,ZA,1683663620
545,pizarro,4.9533,-77.366,83.95,79,99,5.53,CO,1683663620
546,al ghayzah,16.2079,52.176,82.4,74,96,8.16,YE,1683663412
547,kargasok,59.0556,80.8572,31.15,50,0,4.36,RU,1683663621
548,lyuban',52.7985,28.0048,42.89,64,81,6.85,BY,1683663621
549,el kseur,36.6794,4.8555,61.65,77,0,4.61,DZ,1683663626
550,sassandra,4.95,-6.0833,81.54,84,74,6.64,CI,1683663626
551,sao mateus do maranhao,-4.0417,-44.475,82.96,80,100,3.53,BR,1683663627
552,aden,12.7794,45.0367,85.39,61,31,10.67,YE,1683663627
553,cabedelo,-6.9811,-34.8339,83.07,77,97,10.94,BR,1683663544
554,tomaszow mazowiecki,51.5313,20.0086,51.57,53,1,13.22,PL,1683663627
555,caconda,-13.7333,15.0667,63.01,40,2,2.26,AO,1683663627
556,madingou,-4.1536,13.55,75.34,94,87,0.85,CG,1683663628
557,san antonio,29.4241,-98.4936,75.9,91,75,9.22,US,1683663451
558,belyy yar,53.6039,91.3903,55.29,47,0,17.9,RU,1683663628
559,palu,-0.8917,119.8707,75.56,94,82,2.59,ID,1683663628
560,annau,37.8876,58.516,74.7,46,40,9.22,TM,1683663336
561,thunder bay,48.4001,-89.3168,66.18,24,20,11.5,CA,1683663629
562,varjota,-4.1944,-40.4767,82.47,70,23,3.09,BR,1683663629
563,antsiranana,-12.2787,49.2917,76.68,75,0,12.59,MG,1683663575
564,karabash,55.4808,60.2157,43.39,49,73,2.57,RU,1683663629
565,clovis,36.8252,-119.7029,70.47,51,100,1.99,US,1683663631
566,taksimo,56.3444,114.8794,41.04,90,56,1.48,RU,1683663631
567,zhanibek,49.4167,46.85,49.53,55,100,9.89,KZ,1683663631
568,zeya,53.75,127.2667,37.11,93,100,3.78,RU,1683663632
569,atar,20.5169,-13.0499,93.83,9,7,9.53,MR,1683663632
570,promyshlennaya,54.9159,85.6385,41.95,58,100,8.19,RU,1683663632
571,kavaratti,10.5669,72.642,84.74,57,100,6.22,IN,1683663633
572,borogontsy,62.6683,131.1683,30.7,71,100,7.34,RU,1683663633
573,kulhudhuffushi,6.6221,73.07,83.84,76,89,8.57,MV,1683663633
574,kuqa,41.7278,82.9364,60.75,19,48,4.61,CN,1683663571
575,pangody,65.85,74.4859,31.39,98,100,8.25,RU,1683663634
576,papao,-17.75,-149.55,85.68,75,100,10.22,PF,1683663634
577,ishigaki,24.3448,124.1572,66.33,77,6,6.91,JP,1683663635
578,saint-joseph,-21.3667,55.6167,73.78,81,19,9.26,RE,1683663435
579,sao paulo de olivenca,-3.3783,-68.8725,73.17,99,100,3.71,BR,1683663635
580,guanare,9.0418,-69.7421,98.62,100,100,3.44,VE,1683663635
581,osakarovka,50.565,72.5692,50.41,62,99,13.2,KZ,1683663636
582,stornoway,58.2093,-6.3865,51.76,85,20,6.91,GB,1683663636
583,cadale,2.7603,46.3222,80.98,83,41,16.04,SO,1683663636
584,glace bay,46.1969,-59.957,43.25,69,75,19.57,CA,1683663636
